Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);Bayer (EUR);BP (EUR);BMW (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);Einhell Ger  Vz I (EUR);E.ON (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);Novartis (EUR);NVIDIA (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);Rheinmetall (EUR);RWE (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
13.03.2025 00:00:00;90,72;163;150,46;179,02;51,31;22855;4952;82,32;63,74;55,07;23,05;21255;33,80;33185;64,70;13055;21985;21,14;100,04;68,00;189,22;226,15;18246;34,20;21,93;419,80;59,81;135,25;544,80;349,35;;106,84;73,52;23,65;54,52;36,10;1.301,00;32,10;234,50;31,14;224,20;221,50;5,80;110,10;81,10
14.03.2025 00:00:00;92,94;170;152,1;181,80;52,76;23405;5107;82,56;64,82;55,36;23,95;22,22;33,69;34045;65,60;13045;22,30;21,88;102,66;67,90;192,78;228,80;18,72;34955;22,03;419,60;60,00;134,90;558,70;356,35;;111,46;79,19;23,65;53,92;36,39;1.372,00;32,28;242,50;31505;232,00;229,65;6,01;110,70;83,44
17.03.2025 00:00:00;96,36;172,68;150,16;179,60;52,47;23895;5148;83,46;65,04;55,82;24,29;21915;33,91;34,42;64,10;13,06;22525;21,77;104,00;67,80;192,80;232,00;18482;34,47;23585;424,00;59,95;137,20;552,30;356,25;;109,60;80,20;23855;54,48;36655;1.391,50;32,50;249,45;32,05;235,90;217,00;6,10;110,30;84,04
18.03.2025 00:00:00;94,19;172,88;147,06;176,30;53,00;24845;5,21;84,90;66,60;55,04;24,89;22,85;33,81;34,47;65,30;13065;22635;22,25;103,52;68,15;192,38;225,50;18698;35245;23,68;420,40;61,00;135,80;532,90;350,40;;105,40;76,66;24,08;54,36;36495;1.433,50;33,28;246,50;32,31;236,35;206,50;6,00;111,60;86,86
19.03.2025 00:00:00;97,58;171,9;150,7;179,30;52,20;24445;5278;83,00;65,46;56,18;23,99;22845;33,58;34,13;66,30;13105;23,12;21,99;106,06;68,75;191,84;231,95;18888;34875;22125;423,40;60,11;134,30;537,70;355,50;;107,86;78,84;24085;54,30;36305;1.380,00;33,30;249,60;32,75;236,80;216,70;6,01;110,10;86,00
20.03.2025 00:00:00;98,59;166,34;149,98;179,92;50,61;23975;5,33;80,54;63,52;55,77;23,05;22,25;33,35;33735;65,90;13,19;23345;21,44;106,92;68,30;194,74;224,05;18454;34,37;22075;423,80;58,57;131,90;541,20;356,30;;109,36;80,19;24155;52,20;36,39;1.281,50;32,03;251,85;33,06;233,65;217,95;6,15;105,00;82,18
21.03.2025 00:00:00;99;166,98;151,62;181,88;50,46;24,11;5308;79,40;63,74;55,84;23,18;22,39;33,77;33365;65,50;13,18;23745;21,11;106,38;67,85;194,60;224,65;18426;33,27;22635;424,00;58,30;131,70;552,60;361,35;;108,90;84,39;24115;52,44;36,79;1.335,00;32,22;252,70;32795;229,45;230,65;6,09;104,20;81,28
24.03.2025 00:00:00;105,36;167,94;155,32;188,00;50,18;22,38;5296;79,54;63,46;56,32;23,49;22,90;33,29;33,62;65,90;13125;23,50;20,95;107,30;67,30;195,92;230,10;18374;34265;22395;425,80;58,79;130,05;573,20;363,90;;112,38;89,95;24205;52,20;37035;1.324,00;32,95;256,50;32925;224,80;260,05;6,16;104,50;81,50
25.03.2025 00:00:00;106,32;172;158,32;190,94;50,13;23565;5303;81,04;62,92;56,59;23,68;23,42;33,39;32705;66,00;13245;23,84;21,19;108,00;66,50;196,98;231,05;18,87;34,77;22485;423,40;59,49;131,30;582,60;366,65;;111,72;89,39;23755;51,38;36,92;1.315,00;32,69;259,85;33,47;229,15;267,60;6,30;106,10;82,94
26.03.2025 00:00:00;102,04;169,78;153,98;186,64;49,50;22835;5341;79,00;62,18;57,48;23,11;23,08;33,45;32995;66,20;13315;24005;20,67;109,70;65,65;197,62;233,35;18626;33265;21,74;429,80;57,81;127,00;568,00;363,00;;105,60;85,48;23525;49,97;36,64;1.357,00;32,85;249,80;33,99;223,30;252,20;6,23;102,50;80,84
27.03.2025 00:00:00;98,45;168,18;150,3;186,20;48065;22695;5331;77,44;62,36;56,79;22,60;22785;33,47;32705;66,30;13,51;24,24;20,41;109,02;67,70;197,90;227,55;18,69;32385;21,77;431,40;56,06;129,10;559,70;361,95;;103,48;83,09;23245;48,78;36675;1.341,50;32,98;248,45;33895;221,40;253,55;6,20;102,20;79,16
28.03.2025 00:00:00;94,8;165,76;142,16;177,62;47,47;22565;5,21;76,06;61,62;56,24;21,74;22,08;34,20;31805;65,80;13795;23,96;20,19;108,88;67,20;194,52;224,85;18,34;31,27;20,91;425,60;55,50;131,25;531,90;348,45;;100,88;78,83;23275;48,00;36645;1.308,00;32,98;247,10;33655;216,25;242,30;6,14;100,00;77,52
31.03.2025 00:00:00;95,1;164,14;143,06;176,00;46,29;22,10;5235;74,38;59,76;56,95;21,06;22,06;34,29;32,40;63,20;13915;24435;20,03;109,88;66,55;196,00;230,55;18124;30775;21,00;431,40;54,41;127,65;533,80;347,00;;100,10;77,99;23,40;46,30;37,08;1.321,00;32,96;247,75;33865;213,00;239,45;6,09;96,10;77,22
01.04.2025 00:00:00;95,18;167,5;145,56;178,02;46,58;22,39;5,22;73,66;58,80;57,26;22,48;22,25;34,49;32015;64,50;14035;24,80;19845;110,30;66,30;197,20;231,25;18,24;30815;20,43;432,80;54,18;127,35;542,90;353,90;;101,92;78,42;22755;45,51;36,77;1.348,00;33,64;249,95;33,83;215,10;248,95;6,36;96,85;75,12
02.04.2025 00:00:00;95;163,74;144,84;181,02;46305;21,51;5,18;73,98;59,50;56,65;22,42;22365;34,10;32155;63,60;13935;24,63;20,10;109,40;65,70;198,98;228,65;18226;30,67;20,32;433,80;54,20;126,00;538,80;352,55;;101,80;80,64;22775;46,88;36915;1.298,00;33,75;249,00;33,51;214,85;261,10;6,57;96,55;72,48
03.04.2025 00:00:00;85,1;158,38;136,64;161,46;43,10;21095;4,77;70,92;58,26;51,92;21,31;20,73;33,95;28,50;60,40;14,55;23055;19295;101,96;66,50;190,16;220,55;17,21;28,19;20,35;423,40;51,78;121,85;481,30;337,90;;92,03;75,85;22,04;45,15;36,52;1.334,00;34,08;240,00;31655;196,00;242,45;6,02;92,25;66,00
04.04.2025 00:00:00;78,13;144,7;133,04;156,24;41,05;19,80;4,35;67,36;55,10;49,79;20,03;18,63;32,40;25,82;57,10;13715;21,44;18,25;95,14;64,15;174,72;207,40;15,85;25,80;18174;400,80;48,75;116,80;461,05;328,70;;86,30;67,60;21,00;43,15;34,80;1.183,00;31,90;227,45;29515;182,50;218,15;6,00;89,75;62,62
07.04.2025 00:00:00;76,2;137,44;134,44;160,88;41,50;20,00;4,1645;68,00;54,76;49855;20,86;17854;31,50;24935;59,30;13,55;20,98;18,09;94,19;62,40;170,90;206,65;15556;25,65;17904;390,20;49,50;114,50;473,15;328,00;;89,41;71,31;20755;43,30;37,17;1.255,00;31,30;222,00;28,73;179,04;214,80;5,73;89,00;61,50
08.04.2025 00:00:00;71,49;137;132,06;156,00;40,00;20,10;4,00;64,00;53,10;48,53;21,00;18048;31,50;23525;58,90;13,55;20,24;17,60;91,50;60,45;165,74;201,35;15204;24,19;16,62;377,00;46,80;113,00;465,50;324,65;;87,84;70,67;19978;41,37;35385;1.274,00;31,25;216,00;27265;175,34;202,55;5,80;85,50;60,00
09.04.2025 00:00:00;88,46;149,5;145,54;175,18;43,10;20,90;4,29;71,46;59,00;53,26;23,60;20,15;33,30;27,27;58,00;14,58;21,55;19,30;96,63;65,60;181,00;213,90;16,63;27,68;19634;408,20;51,60;118,60;534,30;357,50;;104,50;84,05;20515;45,50;38,00;1.353,00;32,68;237,05;29375;194,00;249,05;5,64;95,50;66,50
10.04.2025 00:00:00;79,11;141,34;136,28;161,46;41,30;20,05;3,94;66,08;53,80;50,61;21,87;19164;31,70;24,10;61,40;14325;20,35;18,10;89,08;61,40;172,36;202,30;15738;26,00;17766;386,60;48,36;113,65;488,60;340,35;;96,01;79,01;19,27;43,21;36105;1.364,00;32,45;231,70;26795;188,34;225,30;5,80;89,00;64,20
11.04.2025 00:00:00;82,33;136,9;138,62;162,98;41,62;20,57;3,9165;67,26;55,48;50,54;22,09;19,73;30,85;25045;62,20;14635;20,74;18,25;91,48;61,55;175,40;208,20;16,07;26,59;17,40;390,00;49,03;116,95;479,00;341,90;;97,55;78,09;19,30;44,01;36625;1.367,00;32,99;228,50;27,45;183,24;222,00;5,65;89,50;64,00
14.04.2025 00:00:00;83,16;140;140,08;160,26;42,25;20,84;3,97;69,96;56,58;50,68;22,03;20,37;31,42;25,57;62,90;14595;20,85;18,64;91,33;60,60;176,78;210,95;16178;26,99;17908;393,20;50,00;118,00;467,95;341,35;;97,49;81,45;19452;45,06;37465;1.439,00;32,82;230,30;27585;186,46;221,95;5,73;90,80;65,90
15.04.2025 00:00:00;84,53;141,9;138,54;159,22;42,10;20,88;4034;70,62;57,02;50,79;22,67;20895;31,68;24,60;63,30;14,82;20,58;18,86;91,60;61,75;175,80;213,60;16534;27195;17594;399,80;50,36;117,45;462,75;341,75;;99,39;87,22;19908;44,30;36785;1.493,50;33,64;233,50;27905;186,30;225,15;5,77;92,50;66,40
16.04.2025 00:00:00;77,58;139,36;134,6;153,22;41,56;20,93;4068;69,64;55,60;48785;22,81;20535;31,89;24,20;62,00;15135;20,57;18,55;91,23;60,85;170,00;207,00;16342;26,42;16908;394,20;50,00;117,25;441,15;326,15;;91,75;81,44;19,36;43,14;36,35;1.480,00;33,80;229,70;28015;185,46;212,00;5,74;90,00;63,25
17.04.2025 00:00:00;77,02;137,3;133,06;151,96;42,22;21085;4,1505;70,40;55,58;49265;22,70;20665;31,88;24,80;61,40;15205;20,76;18,81;93,92;61,35;173,00;209,85;16506;26755;16,66;396,60;50,46;117,20;440,70;323,15;;89,20;82,40;19478;44,00;36,18;1.465,00;34,13;225,60;28675;187,20;212,20;5,93;92,10;64,50
22.04.2025 00:00:00;75,56;134,3;132,86;151,80;43,49;21745;4233;72,24;55,62;48,02;23,05;21265;32,15;25,40;60,20;15545;20,41;19,24;94,83;61,85;173,50;210,85;16794;26835;17,00;397,60;51,58;117,50;438,10;321,30;;86,65;82,28;19,70;45,35;36,85;1.431,00;34,22;221,00;28,60;191,42;208,65;5,86;95,25;65,00
23.04.2025 00:00:00;79,82;139,5;137,46;159,70;44,22;22,04;4,2465;74,04;56,48;49,10;23,99;21,93;32,84;25,60;62,40;15,13;20,29;19,37;94,56;62,80;174,84;217,05;17446;27,94;18188;394,00;53,01;120,95;459,50;331,00;;90,64;89,05;19702;46,18;37,58;1.366,50;33,65;239,50;28,52;195,88;221,80;5,83;97,30;67,20
24.04.2025 00:00:00;82,8;138,3;140;163,90;44,52;22,46;4257;74,88;55,84;49545;23,54;22145;32,76;26,30;62,10;15,07;20,27;19,25;95,26;63,20;175,88;201,15;16,73;29,80;18868;395,40;53,99;120,70;468,35;340,20;;93,48;94,60;20015;46,88;37955;1.376,00;34,03;239,50;28635;202,00;227,70;5,79;98,75;67,90
25.04.2025 00:00:00;85;141,12;142,78;166,38;45,20;23,26;4,28;76,12;58,28;49735;23,04;22,60;31,39;26,10;65,40;15,01;19995;19,65;95,63;62,80;175,38;204,55;16,94;30,37;17,62;394,40;54,90;123,50;482,10;345,10;;97,63;99,29;20195;46,92;37335;1.387,50;34,06;245,50;29,00;208,30;250,70;5,77;100,30;69,50
28.04.2025 00:00:00;84,46;146;140,76;164,50;45,70;22965;4265;76,82;57,74;49,93;23,10;22,49;30,84;26,30;66,90;14,98;20,11;19,77;95,17;63,05;176,08;207,00;17068;29,95;17974;392,40;54,51;124,20;481,70;342,75;;95,18;100,32;20185;44,05;37255;1.355,00;33,85;250,30;29,00;206,45;250,75;5,75;97,50;71,20
29.04.2025 00:00:00;84,45;145,68;140,92;164,56;45,40;23,15;4,1455;76,76;57,82;50,41;23,99;23565;31,08;27,00;67,10;15,23;20,32;19,92;95,12;61,75;185,28;210,65;17284;29325;17876;395,60;54,60;122,90;487,30;346,35;;95,66;101,92;20,96;45,30;37685;1.450,00;34,26;256,70;28,80;203,75;256,60;5,90;101,20;71,40
30.04.2025 00:00:00;86;151,54;140,26;163,02;45,10;23185;4068;74,78;58,68;51,00;23,41;23095;31,55;27,00;65,30;15,36;19845;19,87;92,62;62,10;185,86;212,05;17074;29055;17796;398,60;52,90;121,80;483,90;350,00;;96,10;104,68;21,55;44,26;37875;1.492,00;34,06;257,65;28535;202,40;249,80;5,88;98,35;67,75
02.05.2025 00:00:00;87,01;155,48;145,1;165,94;42,70;23,93;4,2995;75,20;59,32;52,28;23,64;23625;31,75;26,90;67,30;15395;20,58;19,84;93,93;63,05;189,98;217,00;18248;29,80;18214;402,60;53,65;125,55;525,50;381,40;100,40;100,68;110,86;21415;45,08;38095;1.589,50;33,26;266,00;29,48;210,50;254,00;6,00;99,35;68,05
05.05.2025 00:00:00;88,85;158,72;145,06;164,62;42,65;24,25;4,30;75,02;59,52;52,40;24,17;23895;31,95;25,70;66,90;15,46;20,33;20,10;91,25;62,90;189,92;219,60;18178;30,25;17,92;400,00;54,30;127,00;529,40;385,40;99,96;100,48;109,62;21,10;45,14;37985;1.646,00;33,24;267,35;28765;211,15;247,70;5,89;98,65;67,55
06.05.2025 00:00:00;86,75;156,5;143,86;163,08;42,27;24,00;4183;75,20;59,50;52,31;24,42;23,53;32,00;25495;69,10;15675;20,57;19,95;92,15;62,80;184,80;218,85;17752;29,41;17,56;394,40;54,44;122,85;517,30;381,90;97,12;99,87;95,71;20125;44,30;37,08;1.649,00;33,06;262,60;28765;208,35;242,50;5,84;97,85;65,40
07.05.2025 00:00:00;88,91;153,8;133,88;167,20;42,48;23475;4,16;76,86;59,26;52,57;24,49;23,58;31,86;25095;73,60;15,78;20,22;20,06;92,51;62,75;189,66;224,35;17,76;30495;18002;399,00;53,90;121,15;528,40;383,40;99,03;103,48;97,62;20145;45,93;37745;1.648,00;32,79;263,15;28785;210,20;244,25;5,80;98,25;67,30
08.05.2025 00:00:00;90,63;157,6;137,44;171,08;42,90;23,52;4,23;78,22;59,52;53,23;24,30;23785;31,93;26,10;72,30;15,46;20,36;20,28;94,52;62,00;192,04;226,75;18028;31005;18716;404,40;51,10;122,20;532,50;389,80;98,00;104,54;106,00;20,45;47,17;37655;1.706,50;32,69;262,45;29,03;213,65;254,05;5,88;101,30;65,95
09.05.2025 00:00:00;91,36;158,18;135,7;171,52;43,30;23915;4,41;80,20;60,60;53,00;25,14;24,30;32,27;26,20;73,00;15505;20,49;19,94;95,53;62,00;188,82;221,40;18132;31345;19,01;402,20;51,28;123,80;526,90;389,65;97,22;103,58;104,30;19826;47,36;37,21;1.696,50;32,71;261,90;29,37;214,90;264,80;6,12;102,10;64,10
12.05.2025 00:00:00;97,46;158,74;142,9;188,10;44,55;23,99;4546;82,52;62,38;55,51;25,90;24,78;31,75;27,90;71,80;14,97;20,97;19,86;98,24;63,70;197,00;228,65;18,67;34,20;19974;409,00;52,99;126,20;576,90;404,55;98,70;110,86;106,76;20835;48,45;38,53;1.605,00;32,53;264,40;30005;222,30;286,95;6,28;105,50;67,00
13.05.2025 00:00:00;100,56;160,96;142,68;189,00;45,18;24,85;4,5445;84,00;62,60;55,23;26,10;24665;31,75;27,60;74,80;14,78;21,20;19,71;97,85;63,95;195,44;231,20;18,60;34,60;20145;403,80;53,67;125,05;587,20;401,40;95,93;116,20;114,82;20455;48,11;38,00;1.621,00;32,25;261,20;30,30;224,15;298,85;6,51;108,00;68,00
14.05.2025 00:00:00;105,44;158,72;148,1;188,18;44,50;22,25;4,5365;82,50;61,08;54,85;26,15;24,84;31,81;27,00;73,40;15,04;20,90;19,77;97,20;63,05;194,38;230,95;18,88;34355;19298;399,60;53,31;124,50;590,80;405,55;94,93;121,18;116,58;19,70;48,08;37,40;1.598,00;32,30;258,00;30195;222,80;311,25;6,57;107,00;67,30
15.05.2025 00:00:00;102,7;159,38;146,54;183,12;44,37;22,92;4449;78,16;60,48;57,47;25,78;25235;32,50;26,80;75,90;15155;20,83;20,10;96,95;63,85;199,40;238,75;18,88;33755;19262;406,80;53,20;117,00;575,00;404,70;96,33;120,56;114,60;20195;47,40;37,81;1.680,00;32,31;263,10;29,99;222,45;306,00;6,61;106,50;66,90
16.05.2025 00:00:00;105,08;160,78;149,14;184,36;43,36;22935;4,4635;77,16;60,24;57,08;25,37;24,99;33,00;27,10;75,40;14,79;21,24;20,06;97,01;63,10;199,64;239,10;18,98;33755;19,41;410,20;52,50;114,85;574,10;407,00;97,96;121,36;116,10;20,44;46,30;38315;1.713,00;32,31;265,70;29,95;220,05;313,30;6,66;104,60;65,05
19.05.2025 00:00:00;102,16;163,04;148,26;183,22;43,83;22,95;4,3675;77,74;60,32;56,92;25,51;25,36;33,44;26,80;79,10;14985;20,74;20,36;94,58;63,65;200,35;238,35;19,05;33605;18986;409,20;52,89;115,30;569,50;407,70;98,32;120,62;112,42;20,48;46,10;38165;1.756,00;32,25;265,60;29615;222,50;304,15;6,66;100,80;64,80
20.05.2025 00:00:00;100,58;162,12;145,26;180,98;43,27;23395;4331;79,08;59,86;56,23;25,79;25265;33,60;26,50;80,40;15305;21,00;20,34;93,00;63,90;199,04;236,60;19154;34,60;18892;407,60;53,10;117,50;563,80;406,15;99,72;119,08;111,30;20,85;46,28;37725;1.775,00;33,37;264,75;29,59;222,20;304,95;6,51;101,00;64,30
21.05.2025 00:00:00;99,28;160,88;148,98;177,88;42,61;23595;4281;78,70;60,22;55,79;26,07;25365;34,06;25,40;80,00;15,34;21,00;20,30;91,67;64,20;195,50;230,05;18,94;34,15;18,33;403,00;52,52;116,45;561,70;400,55;99,58;116,54;106,52;20,40;45,88;37,24;1.795,50;33,08;264,55;29365;219,90;295,70;6,61;99,80;63,00
22.05.2025 00:00:00;98,17;161,74;151,48;180,08;42,55;24,42;4285;77,90;59,44;56,19;26,56;25,29;34,20;25,40;77,30;15,46;20,85;20,34;91,69;63,50;199,52;230,50;19072;34655;18,25;406,80;52,50;115,40;563,90;403,55;99,99;117,64;108,34;20,40;43,90;37,44;1.786,00;32,69;266,00;29,20;217,30;302,55;6,35;98,25;62,50
23.05.2025 00:00:00;97,09;156,78;148,34;176,80;41,59;24,36;4,25;75,34;56,92;55,53;25,86;23995;33,85;24,90;78,40;15625;21,05;20,12;90,92;63,00;196,38;228,05;18598;33,41;17676;404,00;50,69;114,85;552,00;396,25;99,11;115,54;108,50;20565;42,40;36,84;1.777,00;32,36;259,05;29085;212,05;298,95;6,46;95,85;62,00
26.05.2025 00:00:00;99,5;160,36;150,32;178,20;42,30;24,48;4,31;76,44;58,14;55,70;26,52;24585;34,08;25,70;76,90;15795;21,13;20,48;91,68;63,55;197,00;229,95;18838;34,02;18102;404,00;51,29;116,40;565,70;399,85;99,72;117,98;111,18;20,85;42,99;37,44;1.843,50;33,05;263,15;29215;218,90;301,65;6,63;97,15;63,40
27.05.2025 00:00:00;100,92;162,22;152,58;181,70;42,72;24995;4315;76,82;59,54;56,44;27,10;24,74;34,26;25,50;77,60;15625;21,50;20,66;91,30;63,90;199,26;231,90;18,83;34735;18,11;412,60;51,51;117,00;566,40;406,00;99,36;119,48;108,82;20855;42,41;38735;1.895,00;32,64;265,95;29,31;221,15;319,50;6,46;97,10;63,90
28.05.2025 00:00:00;100,02;162,94;152,64;181,34;42,93;24675;4,2725;79,24;59,92;56,15;26,61;24,33;33,50;25,10;79,60;15455;21,30;20,32;90,25;63,45;199,38;230,65;18628;34,55;18,06;410,20;52,95;116,35;570,10;405,50;99,09;119,54;109,70;20535;42,81;39,39;1.911,00;32,49;263,60;29285;217,00;315,95;6,61;98,20;63,50
29.05.2025 00:00:00;99,25;162,86;150,64;180,60;42,66;24685;4285;78,34;59,74;55,35;26,51;24375;33,18;25,10;81,00;15505;21,14;19,10;90,15;63,65;198,02;227,75;18616;34735;17,73;408,20;52,68;116,00;566,30;402,75;98,60;121,98;107,96;20535;43,11;39,59;1.887,50;32,75;261,50;29155;213,00;312,85;6,62;97,20;63,40
30.05.2025 00:00:00;97,65;162,98;151,52;180,62;42,48;24775;4282;78,80;59,56;55,60;26,79;24,51;33,34;24,50;80,00;15475;20,81;19,16;89,92;64,80;200,05;228,15;18,76;34,42;17214;412,20;52,41;116,00;570,60;406,40;100,72;118,86;115,80;20,66;43,20;39,54;1.882,50;33,19;267,15;29,13;213,00;305,65;6,63;97,60;62,35
02.06.2025 00:00:00;100,14;163,22;147,8;180,54;42,50;25175;4308;76,80;58,68;55,73;26,69;24,24;33,22;23,80;76,50;15,48;21,21;19,13;90,02;64,65;196,16;230,55;18704;33875;17232;405,40;51,22;116,70;586,10;403,55;102,00;120,14;115,30;20,46;41,85;39,45;1.852,50;33,06;265,70;29,51;214,20;299,35;6,53;95,40;63,10
03.06.2025 00:00:00;103,14;167,2;146,24;181,10;41,99;25,11;4,3325;77,52;59,36;56,48;26,82;24,48;33,39;24,40;75,90;15285;21,38;18,95;91,46;63,75;199,04;233,50;18478;34355;17,85;415,40;51,68;114,60;587,10;407,40;102,26;124,26;117,14;20,57;41,53;39,99;1.842,00;33,28;269,10;29,80;214,40;303,60;6,80;96,40;62,20
04.06.2025 00:00:00;104,22;170,3;147,4;181,70;42,23;25,28;4,2625;77,40;60,26;56,50;26,98;23955;33,73;24,60;78,90;15,43;21,20;19,09;89,69;64,15;199,80;232,40;18,51;35855;17778;414,60;51,65;116,85;603,00;406,75;103,10;124,40;113,82;20535;42,00;39,95;1.824,00;33,46;271,85;29465;218,25;292,00;6,58;94,80;63,70
05.06.2025 00:00:00;101,12;165,98;146,92;181,80;41,86;26,33;4,2405;76,48;60,48;56,56;27,80;24,47;33,88;24,60;79,80;15,30;21,26;19,18;89,02;63,15;198,80;233,25;18512;35525;17,44;411,60;51,12;115,90;599,90;408,50;102,62;122,36;104,64;20,20;41,65;39915;1.879,00;33,19;269,80;29,59;218,60;248,60;6,51;94,45;63,00
06.06.2025 00:00:00;101,9;165,4;152,36;187,42;41,84;26,60;4,2895;76,60;61,12;58,03;27,94;24,69;33,81;25,10;78,30;15335;21,58;19,23;91,53;64,10;201,10;236,10;18,60;35,80;17,60;415,00;51,25;115,05;612,20;412,85;103,76;124,34;112,00;20,51;41,52;39,78;1.803,00;33,42;272,00;29,89;218,45;259,25;6,82;94,10;62,75
09.06.2025 00:00:00;105,84;165,8;154,08;190,48;42,36;26515;4,3035;76,94;61,20;57,85;28,04;24645;33,52;26,10;78,40;15205;21,71;19,23;92,48;63,60;198,92;238,75;18636;36375;18078;416,20;51,43;116,20;612,70;413,70;103,50;124,60;114,62;21,11;41,41;40,60;1.784,50;33,53;267,80;29965;219,50;262,20;6,50;93,40;63,95
10.06.2025 00:00:00;107,66;163,7;156,34;190,36;43,34;26,75;4,4095;77,42;61,72;56,99;27,75;24465;32,95;26,90;78,60;15245;22,01;19,39;93,83;63,25;197,90;241,80;18478;36,99;19314;415,40;51,91;116,95;614,60;412,00;104,50;125,96;116,08;21295;42,55;40235;1.638,00;33,87;266,65;30,60;219,05;285,10;6,70;94,45;65,20
11.06.2025 00:00:00;105,52;163,82;154,5;185,56;42,89;27835;4459;77,08;60,80;55,80;27,62;24,61;32,19;26,50;79,30;15,19;22,42;19,00;95,05;62,75;196,98;245,15;18254;36,07;18028;408,80;52,25;116,20;604,30;411,65;103,40;124,40;118,88;21,31;42,50;40,82;1.739,00;34,46;260,30;30875;218,60;284,10;6,93;93,20;64,20
12.06.2025 00:00:00;102,36;163,2;151,7;184,14;42,74;27915;4,4445;76,84;60,92;56,17;27,99;24345;31,22;25,90;74,80;15505;22,74;18,93;94,50;62,55;195,62;242,40;18294;35605;17904;406,60;51,36;116,85;598,50;413,25;104,40;125,20;116,70;21,46;42,55;40,90;1.744,50;35,01;260,30;30,81;217,40;275,80;6,87;92,75;63,30
13.06.2025 00:00:00;100,6;160,24;151,1;183,50;42,00;27,31;4,59;74,80;59,66;55,55;27,89;23785;30,67;25,90;73,20;15365;24,00;18,47;97,08;61,75;194,36;240,10;17,95;35165;17436;404,40;50,50;115,25;590,00;411,05;103,02;122,76;119,02;21,19;41,40;40,66;1.787,00;35,45;253,50;31,39;213,65;281,90;7,00;90,40;61,70
16.06.2025 00:00:00;109,14;161,86;152,7;186,96;42,24;27,37;4,5095;73,90;59,20;56,56;28,60;24,30;31,30;26,30;74,70;15255;23,82;18,92;96,68;61,40;193,22;243,60;18116;35,56;17904;403,60;50,12;113,55;607,50;413,75;102,52;124,98;122,44;21115;41,27;40715;1.755,00;35,78;256,50;30,97;214,65;284,60;7,19;90,10;62,65
17.06.2025 00:00:00;110,6;160,32;153,2;187,04;42,30;26855;4,6155;73,04;59,60;56,78;27,31;23,81;30,53;25,80;73,10;15,33;24,41;18,61;99,35;61,15;194,14;246,45;17,84;34585;18,12;401,20;49,56;112,30;608,00;416,10;101,78;125,44;120,42;20915;40,90;40,48;1.721,50;35,36;254,50;31,56;212,50;275,35;7,39;89,35;62,50
18.06.2025 00:00:00;110,44;163,94;150,9;185,38;42,16;27065;4,5485;72,28;58,30;57,38;28,12;24,20;30,41;24,90;73,30;15245;24,16;18,40;98,82;61,40;192,90;247,50;18148;34045;18,71;399,80;48,80;109,95;606,30;418,25;100,90;126,70;121,78;20,78;40,97;40,77;1.743,00;34,90;253,30;31,47;210,85;280,80;7,26;89,15;61,20
19.06.2025 00:00:00;108;162;149,04;183,12;41,55;26675;4578;71,46;57,50;56,11;27,59;23755;30,38;24,90;72,30;15105;24,58;18,07;99,26;60,75;190,52;245,70;17798;33,85;18384;396,60;48,64;108,50;597,10;415,25;100,56;124,90;119,98;20815;40,98;40105;1.710,00;34,82;247,25;31845;207,55;276,65;7,43;88,05;59,85
20.06.2025 00:00:00;111,36;168,26;144,8;182,30;41,58;26,63;4554;71,98;57,60;57,50;28,23;24025;30,48;24,40;71,80;15,50;24,01;18,10;99,80;60,80;191,94;243,70;17756;34,03;18274;395,60;48555;110,25;592,70;414,30;100,12;124,90;119,06;20,79;41,02;40395;1.750,00;35,11;250,35;31395;208,95;279,35;7,30;89,10;60,85
23.06.2025 00:00:00;112,08;168;142,7;180,02;41,52;26,29;4,3895;71,64;56,50;58,20;28,26;23985;31,13;23,30;73,70;15685;22,99;18,10;96,42;61,50;194,44;250,00;17922;34,79;18256;396,20;48,60;110,30;603,10;419,70;101,08;124,70;120,80;20,69;41,00;40,32;1.722,00;35,91;252,00;30685;210,00;300,95;7,06;89,00;61,35
24.06.2025 00:00:00;119,2;171,66;143,66;183,46;42,60;26,69;4,31;73,22;56,72;58,53;28,80;25215;31,95;23,70;72,70;15635;21,76;18,39;93,59;61,80;193,76;253,05;18452;35735;19,37;399,20;49735;112,35;613,90;422,20;102,60;127,28;123,32;20,92;41,01;40905;1.686,50;35,99;256,40;30,24;215,50;293,50;6,87;92,30;63,00
25.06.2025 00:00:00;123,16;172;146,6;181,74;41,86;26385;4,3325;73,16;56,50;58,54;27,24;25,06;30,88;23,10;73,10;15,32;21,65;18,05;93,01;61,35;189,44;249,15;18298;34,97;19056;394,40;48885;110,90;608,00;422,25;101,40;132,38;122,60;20855;40,16;40,80;1.737,00;35,75;252,30;29,95;214,10;281,05;6,95;92,00;61,35
